convInp10_2L_3x3 | 13891 | [3, 30, 250] | 0,86637, 0,97522, 0,98181, 0,98369, 0,98432, 0,98494, 0,98494, 0,98651, 0,98683, 0,98714, 0,98714, 0,98745, 0,98745, 0,98745, 0,98745, 0,98777, 0,98777, 0,98808, 0,98839, 0,98871, 0,98871, 0,98871, 0,98871, 0,98902, 0,98934, 0,98965, 0,98965, 0,98965, 0,98965, 0,98965 | 1307, 2299, 1291, 1273, 1575, 1267, 2003, 1367, 2424, 1350, 1298, 1265, 1853, 1389, 1311, 1362, 1239, 1388, 1264, 1350, 1341, 1881, 1526, 1352, 1357, 1368, 1497, 5124, 1251, 1304 | 38, 81, 45, 40, 38, 38, 39, 38, 42, 42, 39, 44, 48, 39, 38, 42, 48, 44, 40, 62, 41, 41, 42, 71, 39, 39, 38, 40, 41, 41
convInp10_2L_3x3 | 19091 | [3, 30, 350] | 0,81085, 0,97647, 0,97930, 0,98055, 0,98306, 0,98494, 0,98463, 0,98620, 0,98651, 0,98683, 0,98745, 0,98745, 0,98777, 0,98777, 0,98777, 0,98777, 0,98777, 0,98777, 0,98839, 0,98839, 0,98871, 0,98871, 0,98871, 0,98871, 0,98871, 0,98871, 0,98871, 0,98871, 0,98902, 0,98902 | 2081, 1473, 1338, 1331, 1995, 1315, 1304, 1361, 1293, 1280, 1348, 1287, 2034, 1334, 1343, 1331, 1294, 3637, 2337, 1360, 1510, 1302, 1358, 1288, 1291, 1343, 2018, 1335, 1370, 1497 | 67, 43, 53, 44, 62, 45, 42, 43, 45, 44, 43, 54, 44, 45, 42, 43, 44, 55, 44, 49, 46, 48, 43, 42, 61, 49, 54, 46, 49, 48
convInp10_2L_3x3 | 24291 | [3, 30, 450] | 0,87516, 0,97365, 0,97836, 0,98212, 0,98400, 0,98588, 0,98683, 0,98777, 0,98777, 0,98777, 0,98808, 0,98839, 0,98871, 0,98902, 0,98871, 0,98871, 0,98871, 0,98902, 0,98965, 0,98965, 0,98965, 0,98965, 0,98965, 0,98965, 0,98965, 0,98996, 0,98996, 0,98996, 0,98996, 0,98996 | 2311, 1399, 1441, 2093, 1523, 1546, 2074, 1436, 1333, 1391, 2284, 1508, 1414, 1429, 1490, 1429, 1535, 2175, 1345, 1385, 1338, 1395, 1336, 1401, 1392, 2079, 1342, 1478, 1323, 1363 | 47, 42, 80, 41, 41, 40, 40, 40, 39, 46, 40, 50, 46, 41, 43, 41, 40, 41, 55, 41, 46, 41, 41, 72, 42, 40, 41, 41, 70, 43
convInp10_2L_3x3 | 4811 | [3, 20, 100] | 0,76255, 0,96895, 0,97616, 0,97836, 0,97992, 0,98243, 0,98212, 0,98494, 0,98557, 0,98557, 0,98526, 0,98557, 0,98557, 0,98526, 0,98526, 0,98494, 0,98526, 0,98557, 0,98557, 0,98588, 0,98620, 0,98651, 0,98777, 0,98745, 0,98745, 0,98745, 0,98745, 0,98745, 0,98745, 0,98745 | 5121, 3607, 1739, 1693, 1877, 1706, 2000, 2086, 2714, 3023, 1233, 1195, 1259, 1895, 1967, 1857, 1080, 1107, 2625, 1743, 1081, 1068, 1234, 1059, 1078, 1093, 1037, 1054, 1145, 1644 | 765, 35, 35, 33, 32, 32, 32, 36, 32, 31, 31, 31, 32, 32, 36, 34, 32, 37, 37, 32, 33, 33, 32, 48, 31, 31, 32, 34, 32, 32
convInp10_2L_3x3 | 5191 | [5, 20, 100] | 0,64272, 0,97271, 0,98494, 0,98620, 0,98745, 0,98808, 0,98965, 0,98871, 0,98871, 0,98839, 0,98871, 0,98871, 0,98902, 0,98996, 0,98996, 0,98996, 0,98965, 0,99028, 0,99028, 0,99028, 0,99090, 0,99090, 0,99122, 0,99122, 0,99122, 0,99153, 0,99153, 0,99153, 0,99153, 0,99153 | 1294, 2773, 1104, 1391, 1091, 1796, 1868, 1477, 1251, 1127, 1112, 1099, 1069, 1087, 1149, 1687, 1069, 1101, 1089, 1108, 1074, 1110, 1069, 1107, 1576, 2422, 1199, 1216, 1212, 1230 | 41, 30, 30, 35, 30, 29, 29, 31, 30, 29, 31, 30, 30, 29, 35, 29, 29, 29, 31, 30, 30, 29, 30, 31, 46, 30, 31, 60, 30, 30
convInp10_2L_3x3 | 5571 | [7, 20, 100] | 0,64398, 0,97992, 0,98620, 0,98808, 0,98934, 0,98965, 0,98996, 0,99028, 0,99059, 0,99059, 0,99059, 0,99122, 0,99122, 0,99122, 0,99122, 0,99122, 0,99153, 0,99153, 0,99153, 0,99184, 0,99184, 0,99184, 0,99184, 0,99184, 0,99184, 0,99184, 0,99184, 0,99216, 0,99216, 0,99216 | 1308, 1335, 1971, 1349, 1268, 1273, 1287, 1272, 1248, 1395, 1962, 1343, 1251, 1285, 1319, 1271, 1293, 1341, 1953, 1462, 1242, 1288, 1256, 1275, 1312, 3176, 2035, 1275, 1293, 1351 | 76, 39, 38, 34, 32, 60, 33, 33, 33, 33, 33, 32, 33, 32, 33, 32, 37, 32, 33, 32, 31, 42, 32, 32, 55, 45, 33, 36, 33, 31
convInp10_2L_3x3 | 5951 | [9, 20, 100] | 0,84285, 0,98181, 0,98808, 0,98839, 0,98934, 0,99059, 0,99059, 0,99059, 0,99090, 0,99090, 0,99122, 0,99122, 0,99122, 0,99122, 0,99090, 0,99090, 0,99122, 0,99122, 0,99122, 0,99122, 0,99153, 0,99184, 0,99184, 0,99184, 0,99184, 0,99184, 0,99216, 0,99216, 0,99216, 0,99216 | 1359, 1404, 1316, 2098, 1329, 1430, 1308, 1395, 1412, 1989, 1353, 2134, 1535, 1397, 1397, 1379, 1333, 1359, 2068, 1475, 1360, 1417, 1308, 1539, 1381, 1495, 1831, 1418, 1362, 1353 | 52, 35, 37, 36, 38, 39, 36, 34, 60, 35, 36, 34, 37, 40, 39, 69, 36, 36, 36, 35, 40, 34, 37, 34, 37, 67, 36, 39, 60, 35
convInp10_2L_3x3 | 4621 | [2, 20, 100] | 0,41468, 0,95765, 0,97177, 0,97553, 0,97930, 0,98055, 0,97930, 0,98212, 0,98369, 0,98400, 0,98432, 0,98494, 0,98463, 0,98463, 0,98463, 0,98494, 0,98526, 0,98526, 0,98526, 0,98526, 0,98526, 0,98557, 0,98557, 0,98557, 0,98557, 0,98588, 0,98620, 0,98651, 0,98651, 0,98651 | 3924, 2280, 1815, 1585, 2765, 1737, 1937, 1196, 1402, 3983, 1229, 1170, 1219, 1303, 1254, 1234, 1148, 1336, 3831, 1341, 1331, 1211, 1275, 1110, 1765, 2083, 1425, 1202, 1261, 1302 | 321, 167, 29, 34, 34, 171, 30, 28, 28, 34, 48, 28, 29, 143, 27, 31, 29, 28, 29, 29, 29, 29, 27, 28, 34, 30, 30, 31, 29, 29
convInp10_2L_3x3 | 5001 | [4, 20, 100] | 0,81964, 0,96832, 0,97961, 0,98275, 0,98557, 0,98683, 0,98777, 0,98777, 0,98808, 0,98871, 0,98871, 0,98871, 0,98808, 0,98808, 0,98902, 0,98902, 0,98934, 0,98934, 0,98965, 0,98965, 0,98965, 0,99028, 0,99059, 0,99059, 0,99059, 0,99090, 0,99122, 0,99122, 0,99122, 0,99122 | 1344, 1234, 1999, 2721, 1188, 1898, 1204, 1597, 1256, 1158, 1177, 1170, 1953, 1213, 1276, 1553, 1203, 1170, 1145, 1154, 1947, 1243, 1180, 1156, 1152, 1195, 1270, 1242, 1156, 1926 | 40, 28, 30, 28, 26, 29, 28, 29, 28, 29, 27, 30, 29, 29, 30, 28, 27, 27, 30, 28, 28, 28, 44, 28, 26, 28, 29, 29, 27, 28
convInp10_2L_3x3 | 5381 | [6, 20, 100] | 0,71863, 0,97020, 0,98432, 0,98620, 0,98714, 0,98777, 0,98902, 0,98934, 0,98934, 0,98934, 0,98902, 0,98902, 0,99028, 0,99028, 0,99028, 0,99059, 0,99090, 0,99090, 0,99090, 0,99090, 0,99090, 0,99090, 0,99090, 0,99090, 0,99153, 0,99153, 0,99153, 0,99153, 0,99153, 0,99153 | 1439, 1280, 1442, 1367, 1307, 1241, 1269, 2040, 1353, 1238, 1299, 1253, 1238, 1292, 1224, 1266, 1903, 1268, 1211, 1220, 1215, 1286, 1221, 1229, 2012, 1219, 1233, 1213, 1356, 1636 | 43, 34, 31, 32, 30, 31, 32, 30, 31, 31, 30, 29, 31, 51, 30, 31, 30, 30, 30, 31, 30, 29, 31, 30, 33, 30, 37, 30, 30, 35
convInp10_2L_3x3 | 5761 | [8, 20, 100] | 0,45703, 0,97491, 0,98275, 0,98400, 0,98934, 0,99028, 0,99122, 0,99184, 0,99184, 0,99184, 0,99184, 0,99184, 0,99153, 0,99122, 0,99153, 0,99153, 0,99153, 0,99153, 0,99153, 0,99153, 0,99216, 0,99216, 0,99216, 0,99216, 0,99247, 0,99279, 0,99279, 0,99279, 0,99279, 0,99279 | 1528, 1462, 2105, 1324, 1450, 1374, 1515, 1304, 1351, 2022, 1363, 1340, 1281, 1334, 1311, 1275, 1301, 2549, 1375, 2878, 1520, 1304, 1366, 1568, 2067, 1309, 1397, 1279, 1334, 1274 | 71, 33, 34, 52, 37, 35, 32, 32, 34, 33, 33, 33, 33, 33, 32, 61, 34, 33, 37, 35, 34, 34, 33, 36, 37, 52, 39, 33, 34, 33
convInp10_2L_3x3 | 6141 | [10, 20, 100] | 0,65213, 0,97585, 0,98338, 0,98463, 0,98620, 0,98714, 0,98808, 0,98839, 0,98839, 0,98902, 0,98934, 0,99028, 0,99028, 0,99059, 0,99059, 0,99059, 0,99090, 0,99090, 0,99090, 0,99122, 0,99122, 0,99122, 0,99184, 0,99247, 0,99247, 0,99279, 0,99279, 0,99279, 0,99279, 0,99310 | 1448, 2645, 1468, 1592, 1420, 1569, 1576, 1344, 1398, 2111, 1374, 1632, 1432, 1355, 1529, 1349, 2101, 1359, 1447, 1420, 1350, 1446, 1357, 1411, 2065, 1458, 1525, 1337, 1389, 1357 | 54, 35, 35, 36, 35, 36, 35, 71, 35, 36, 35, 36, 36, 35, 34, 35, 37, 79, 34, 35, 36, 38, 35, 36, 35, 45, 37, 36, 37, 36
convInp10_2L_3x3 | 3166 | [8, 5, 100] | 0,20546, 0,81211, 0,91217, 0,93350, 0,94417, 0,94981, 0,95514, 0,95891, 0,95954, 0,96205, 0,96299, 0,96330, 0,96330, 0,96393, 0,96424, 0,96487, 0,96550, 0,96455, 0,96550, 0,96581, 0,96644, 0,96644, 0,96738, 0,96801, 0,96832, 0,96863, 0,96926, 0,96989, 0,97051, 0,97208 | 5193, 2326, 1936, 14086, 16904, 8342, 8375, 4734, 4674, 10373, 19893, 23942, 20943, 1110, 1506, 1087, 1218, 1207, 2603, 1069, 1172, 1156, 1544, 1189, 1215, 1937, 1234, 1230, 2242, 1665 | 281, 35, 80, 220, 79, 50, 64, 189, 35, 43, 531, 38, 30, 32, 30, 35, 32, 34, 28, 32, 34, 37, 30, 32, 31, 37, 32, 36, 32, 38
convInp10_2L_3x3 | 4031 | [8, 10, 100] | 0,53701, 0,96048, 0,97240, 0,97679, 0,97773, 0,97804, 0,98243, 0,98243, 0,98306, 0,98369, 0,98400, 0,98432, 0,98400, 0,98432, 0,98463, 0,98463, 0,98494, 0,98494, 0,98463, 0,98463, 0,98494, 0,98463, 0,98432, 0,98432, 0,98432, 0,98463, 0,98494, 0,98494, 0,98463, 0,98463 | 1214, 1171, 1109, 1103, 1118, 1742, 1124, 1537, 1283, 1235, 1344, 1101, 1164, 1170, 1304, 1082, 1338, 1088, 1281, 1138, 1183, 1250, 1390, 1111, 1078, 1090, 1182, 1070, 1038, 1171 | 33, 34, 30, 34, 28, 35, 29, 33, 35, 38, 30, 35, 30, 34, 30, 35, 30, 34, 30, 35, 29, 32, 29, 35, 30, 35, 32, 35, 30, 35
convInp10_2L_3x3 | 4896 | [8, 15, 100] | 0,43664, 0,97365, 0,98055, 0,98432, 0,98651, 0,98745, 0,98620, 0,98557, 0,98588, 0,98651, 0,98651, 0,98683, 0,98683, 0,98683, 0,98683, 0,98714, 0,98745, 0,98808, 0,98808, 0,98808, 0,98808, 0,98808, 0,98808, 0,98808, 0,98839, 0,98839, 0,98871, 0,98902, 0,98902, 0,98902 | 1528, 1153, 1118, 1077, 1081, 1099, 1375, 1170, 1215, 1194, 1098, 1165, 1078, 1097, 1073, 1078, 1095, 1098, 1050, 1088, 1090, 1061, 1087, 1088, 1094, 1059, 1101, 1090, 1079, 1065 | 30, 35, 32, 33, 56, 33, 32, 34, 35, 36, 31, 35, 30, 38, 30, 35, 30, 34, 31, 32, 30, 34, 30, 33, 30, 32, 30, 35, 29, 35
convInp10_2L_3x3 | 5761 | [8, 20, 100] | 0,47114, 0,98243, 0,98651, 0,98777, 0,99028, 0,99028, 0,99153, 0,99122, 0,99153, 0,99153, 0,99184, 0,99153, 0,99153, 0,99153, 0,99153, 0,99153, 0,99153, 0,99184, 0,99184, 0,99184, 0,99184, 0,99216, 0,99216, 0,99247, 0,99247, 0,99279, 0,99279, 0,99279, 0,99279, 0,99279 | 1241, 1269, 1222, 1582, 1211, 1260, 1240, 1267, 1399, 1435, 1339, 1381, 1228, 1370, 1252, 1251, 1211, 1265, 1196, 1272, 1303, 1249, 1210, 1743, 1183, 1305, 2111, 1402, 1178, 1289 | 35, 29, 36, 30, 34, 31, 34, 31, 34, 32, 35, 30, 35, 32, 37, 30, 35, 32, 35, 31, 34, 30, 38, 36, 36, 38, 35, 30, 35, 31
convInp10_2L_3x3 | 6626 | [8, 25, 100] | 0,83846, 0,98463, 0,98651, 0,98588, 0,99028, 0,99122, 0,99153, 0,99279, 0,99310, 0,99341, 0,99341, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99404, 0,99404, 0,99404, 0,99435, 0,99467, 0,99467, 0,99498, 0,99498, 0,99498, 0,99498, 0,99498, 0,99529 | 1307, 1325, 1283, 1327, 1268, 1291, 1289, 1254, 1286, 1292, 1281, 1290, 1288, 1376, 1347, 1780, 1860, 1359, 1283, 1283, 1270, 1271, 1269, 1269, 1299, 1279, 1367, 1296, 1452, 1410 | 37, 33, 37, 34, 36, 49, 36, 35, 37, 35, 37, 32, 38, 33, 41, 34, 232, 33, 37, 35, 49, 33, 35, 34, 36, 32, 40, 32, 45, 32
convInp10_2L_3x3 | 7491 | [8, 30, 100] | 0,76788, 0,98526, 0,99028, 0,99247, 0,99216, 0,99216, 0,99247, 0,99310, 0,99279, 0,99279, 0,99310, 0,99310, 0,99341, 0,99341, 0,99341, 0,99341, 0,99341, 0,99341, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373 | 1607, 1642, 1291, 1303, 1280, 1277, 1439, 1579, 1464, 1812, 1274, 1272, 1346, 1440, 1281, 1304, 1285, 1285, 1287, 1294, 1358, 1274, 1258, 1276, 1288, 1299, 1289, 1313, 1295, 1275 | 37, 35, 36, 35, 37, 40, 38, 38, 43, 48, 41, 33, 37, 34, 36, 34, 36, 32, 38, 37, 37, 34, 39, 33, 36, 33, 38, 33, 35, 32
convInp10_2L_3x3 | 2866 | [8, 25, 20] | 0,63833, 0,97647, 0,98588, 0,98808, 0,99059, 0,99059, 0,99216, 0,99216, 0,99247, 0,99247, 0,99279, 0,99310, 0,99310, 0,99341, 0,99310, 0,99310, 0,99310, 0,99310, 0,99341, 0,99404, 0,99404, 0,99404, 0,99435, 0,99435, 0,99467, 0,99467, 0,99498, 0,99498, 0,99467, 0,99467 | 4015, 2165, 1801, 1881, 1490, 1427, 1900, 1271, 1390, 2969, 1330, 1187, 1167, 1286, 1463, 1242, 1334, 1162, 2575, 1085, 1091, 1334, 1492, 1416, 1512, 1188, 1090, 1100, 1114, 1085 | 323, 68, 33, 35, 30, 32, 30, 33, 30, 36, 35, 32, 38, 39, 33, 39, 32, 29, 32, 28, 32, 28, 62, 43, 40, 28, 34, 29, 32, 30
convInp10_2L_3x3 | 3336 | [8, 25, 30] | 0,76412, 0,97647, 0,98338, 0,98557, 0,98745, 0,98808, 0,98871, 0,98902, 0,98934, 0,98902, 0,98902, 0,98934, 0,98934, 0,98934, 0,98934, 0,98934, 0,98965, 0,99028, 0,99028, 0,99059, 0,99090, 0,99090, 0,99090, 0,99090, 0,99090, 0,99122, 0,99122, 0,99122, 0,99122, 0,99122 | 1294, 1254, 1224, 1199, 1181, 1837, 1764, 2043, 1365, 1338, 1242, 1196, 1183, 1234, 1207, 1215, 1224, 1202, 1221, 1200, 1231, 1192, 1177, 1223, 1196, 1221, 1202, 1215, 1224, 1197 | 29, 28, 29, 28, 28, 28, 29, 29, 29, 30, 29, 29, 29, 30, 30, 55, 29, 29, 29, 28, 29, 29, 29, 42, 28, 35, 33, 30, 31, 29
convInp10_2L_3x3 | 3806 | [8, 25, 40] | 0,77384, 0,98118, 0,98902, 0,99028, 0,98996, 0,99122, 0,99090, 0,99279, 0,99279, 0,99279, 0,99341, 0,99341, 0,99341, 0,99373, 0,99373, 0,99404, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99373, 0,99341, 0,99341, 0,99341, 0,99373, 0,99373 | 1260, 1183, 1251, 1343, 1361, 1530, 3018, 1927, 1219, 1232, 1207, 1178, 1255, 1181, 1200, 1560, 1728, 1198, 1202, 1224, 1211, 1395, 1193, 1862, 1531, 1281, 1699, 1294, 1206, 1185 | 30, 44, 29, 34, 29, 28, 33, 30, 29, 29, 30, 30, 30, 28, 29, 29, 28, 28, 30, 31, 31, 29, 30, 36, 28, 34, 35, 30, 31, 28
convInp10_2L_3x3 | 4276 | [8, 25, 50] | 0,85257, 0,97836, 0,98588, 0,98839, 0,99028, 0,99122, 0,99341, 0,99373, 0,99373, 0,99373, 0,99404, 0,99404, 0,99404, 0,99404, 0,99435, 0,99435, 0,99435, 0,99435, 0,99467, 0,99467, 0,99498, 0,99498, 0,99498, 0,99498, 0,99498, 0,99529, 0,99529, 0,99529, 0,99529, 0,99529 | 1231, 1322, 1209, 1149, 1191, 1132, 1232, 1224, 1225, 1182, 1150, 1146, 1161, 1223, 1222, 1252, 1211, 1518, 1174, 1455, 1191, 1189, 1324, 1267, 2357, 1342, 1123, 1139, 1135, 1121 | 34, 30, 36, 30, 33, 29, 33, 29, 50, 29, 33, 50, 36, 29, 34, 28, 34, 29, 34, 29, 36, 29, 37, 28, 37, 29, 35, 50, 33, 30
convInp10_2L_3x3 | 4746 | [8, 25, 60] | 0,77760, 0,98149, 0,98306, 0,98683, 0,98808, 0,98902, 0,98839, 0,98934, 0,98965, 0,99059, 0,99059, 0,99059, 0,99059, 0,99090, 0,99090, 0,99090, 0,99090, 0,99090, 0,99122, 0,99122, 0,99122, 0,99122, 0,99090, 0,99090, 0,99090, 0,99090, 0,99090, 0,99122, 0,99153, 0,99153 | 1245, 1187, 1304, 1215, 1416, 1557, 1270, 1338, 1230, 1179, 1145, 1158, 1169, 1136, 1184, 1148, 1178, 1227, 1167, 1323, 1204, 1176, 1133, 1136, 1356, 1182, 1183, 1377, 1154, 1159 | 29, 30, 39, 36, 28, 87, 30, 35, 30, 32, 32, 29, 29, 31, 29, 29, 30, 28, 30, 31, 34, 30, 30, 30, 39, 28, 46, 29, 29, 28
